5ahW7OJaitgRkYvGHCG58A,Rockin' Is Ma Business,The Four Horsemen,123.741,Rock
02M6vucOvmRfMxTXDUwRXu,7/11,Beyoncé,136.024,Pop
0NTMtAO2BV4tnGvw9EgBVq,Bitch Better Have My Money,Rihanna,102.95,Pop
7vFv0yFGMJW3qVXbAd9BK9,Your Body Is a Wonderland,John Mayer,94.01,Pop
6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,127.949,Pop
4DvhkX2ic4zWkQeWMwQ2qf,Like A G6,Far East Movement,165.29,Pop
6Uy6K3KdmUdAfelUp0SeXn,Brave,Sara Bareilles,185.063,Pop
4JaLkM90MJutDAl5jD9BZX,No Control,One Direction,142.984,Pop
0mUyMawtxj1CJ76kn9gIZK,Bad Day,Daniel Powter,140.046,Pop
1x80xTzSL7pok3M5JC3oJz,human,Christina Perri,143.808,Pop
5xEM5hIgJ1jjgcEBfpkt2F,Complicated,Avril Lavigne,77.987,Pop
6j7hih15xG2cdYwIJnQXsq,Not Over You,Gavin DeGraw,142.051,Pop
5b88tNINg4Q4nrRbrCXUmg,"Happy - From ""Despicable Me 2""",Pharrell Williams,160.019,Pop
28GUjBGqZVcAV4PHSYzkj2,So Good,B.o.B,85.51,Pop
3IJCSQoLF4YzPAKaxq2JLb,Yoga,Janelle Monáe,130.028,Pop
423RKXolCbgBbkF8WanOwA,Riptide,Vance Joy,101.654,Pop
0U969xYNlAyfzi8P1TaO7u,Wait for You,Elliott Yamin,116.027,Pop
6f3Kn4QtwZPU2IvwwDSbLF,La Da Dee,Cody Simpson,115.954,Pop
0Dw9z44gXhplDh5HCWZIxP,You Oughta Know,Alanis Morissette,105.32,Pop
0kr6d8wHDQPlzuET33NVn6,All You Wanted,Michelle Branch,96.103,Pop
6duMPgTahOTUu2zMMqcpQM,Tonight Belongs To U!,Jeremih,129.955,Pop
4wCD0qOFNRu1Q6O3N6ycm4,Crush,David Archuleta,162.084,Pop
5dNfHmqgr128gMY2tc5CeJ,Ignition - Remix,R. Kelly,133.024,Pop
6cv0maKXFbjZRmu3Oxb4jJ,We All Want The Same Thing,Rixton,116.991,Pop
3XG801WWhqC753dekEBkMt,Real Love,Mary J. Blige,95.013,Pop
73ucpKq91TuejrLHgzDNHK,Poison,Rita Ora,124.023,Pop
309Dvb1Z0fyiQpjgAcMCvm,Work,Iggy Azalea,140.02,Pop
2LXyM3mXlRPIJwqyIoFh6n,Whip My Hair,Willow,162.786,Pop
4yHFxB8kzzeuNvoouR8N0N,Damaged,Danity Kane,120.01,Pop
6wGwjE0XRjh1KDc3n9eVhr,Come And Get It,John Newman,109.024,Pop
6urCAbunOQI4bLhmGpX7iS,Don't Speak,No Doubt,76.078,Pop
0vvG0VEN6l2fbIEUtq3mQD,American Girl,Bonnie McKee,127.97,Pop
2KJnNfCzNIyBJl07Go0fV8,Time of Our Lives,Pitbull,124.043,Pop
1MO6jWRxOu1FMY3bVFVOfw,Kissin U,Miranda Cosgrove,110.012,Pop
69Zl2MdeQE8twZdiMXJXxZ,Ultimate,Lindsay Lohan,79.513,Pop
